센터ID,name,유형,시도,시군구,주소,우편번호,위도,경도,전화번호,팩스번호,홈페이지,설립일,의사인원수,간호사인원수,사회복지사인원수,인원_작업치료사,인원_행정인력,인원_운동치료사,인원_임상심리사,인원_음악치료사,인원_송영인력,인원_기타,인원_임상병리사,인원_치위생사,인원_물리치료사,인원_의무기록사,인원_시설관리,인원_방사선사,인원_영양사,인원_응급구조사
C0296,충청북도광역치매센터,광역치매센터,충청북도,청주시,"충청북도 청주시 서원구 1순환로 767, 지오빌딩 3층",,36.625449,127.463825,043-269-6891,,,2013-12,1,0,4,3,,,1,,,,,,,,,,,
C0298,팔달구치매안심센터,치매안심센터,경기도,수원시,경기도 수원시 팔달구 팔달산로 6(교동),,37.271433,127.0125194,031-5159-0630,,,2019-06,6,10,2,2,,,,,,,,,,,,,,
C0300,용인시기흥구치매안심센터,치매안심센터,경기도,용인시,경기도 용인시 기흥구 신갈로58번길 11,,37.272634,127.106729,031-6193-0369,,,2024-09,2,14,4,4,,,,,,3,,,,,,,,
C0303,미추홀돌봄의집,치매안심센터,인천광역시,미추홀구,"인천광역시 미추홀구 경인로 34번길 20, 6층7층",,37.46303566,126.6472695,032-883-0310,,,2000-01,0,4,2,,,,,,,,,,,,,,,
C0304,구례군 치매안심센터,치매안심센터,전라남도,구례군,전라남도 구례군 구례읍 동편제길 30,,35.21607284,127.4617801,061-780-2933,,,2018-12,1,5,3,1,,,,,,,,,,,,,,
C0307,경상북도 광역치매센터,광역치매센터,경상북도,경주시,경상북도 경주시 동대로 87,,35.85850364,129.1928772,054-777-6400,,,2013-12,1,4,3,2,,,,,,,,,,,,,,
C0308,전라남도광역치매센터,광역치매센터,전라남도,순천시,전라남도 순천시 순광로 221,,34.96375005,127.542936,061-286-6042,,,2022-12,1,2,5,1,,,,,,,,,,,,,,
C0312,강북구치매안심센터,치매안심센터,서울특별시,강북구,"서울특별시 강북구 삼양로 335-1, 수유보건지소 2층",,37.63340541,127.0171111,02-991-9831,,,2009-08,1,2,5,5,,,1,,,,,,,,,,,
C0313,갈매치매안심실(분소),치매안심센터,경기도,구리시,"경기도 구리시 갈매중앙로 80, 갈매동 복합청사 3층",,37.63144308,127.1177774,031-550-8313,,,2023-01,0,1,0,1,,,,,,,,,,,,,,
C0314,광주광역시광역치매센터,광역치매센터,광주광역시,동구,"광주광역시 동구 제봉로 27, 한일빌딩 4층",,35.1411286,126.9211291,062-226-2181,,,2017-01,1,3,3,,,,,,,,,,,,,,,
C0318,대전광역치매센터,광역치매센터,대전광역시,중구,대전광역시 중구 문화로 282,,36.31684464,127.4153053,042-280-8968,,,2019-03,1,1,3,,,,,,,,,,,,,,,
C0321,양주시 서부 치매안심센터(분소),치매안심센터,경기도,양주시,경기도 양주시 광적면 부흥로 618번길 303,,37.81249969,126.9723072,031-8082-4388,,,2022-12,0,4,0,1,,,,,1,,,,,,,,,
C0322,신곡치매안심센터,치매안심센터,경기도,의정부시,"경기도 의정부시 신곡로 71, 3층 (신곡동, 신곡1동 행정복지센터)",,37.73309574,127.0562161,031-870-6181,,,2018-12,0,2,0,1,,,,,,,,,1,,,,,
C0324,곡성군치매안심센터,치매안심센터,전라남도,곡성군,전라남도 곡성군 곡성읍 곡성로854,,35.27886716,127.2969046,061-360-8981,,,2019-09,0,7,1,,1,,,,,,,,,,,,,
C0326,대덕구치매안심센터,치매안심센터,대전광역시,대덕구,대전광역시 대덕구 동춘당로 187,,36.36720857,127.4308384,042-608-4491,,,2019-07,1,8,1,,,,,,,,,,,,,,,
C0327,유성구치매안심센터,치매안심센터,대전광역시,유성구,대전광역시 유성구 박산로 177,,36.354491,127.328811,042-611-5112,,,2020-11,1,7,3,,,,,,,,,,,,,,,
C0332,영암군치매안심센터,치매안심센터,전라남도,영암군,전라남도 영암군 영암읍오리정길39,,34.79533941,126.7033414,061-470-6030,,,2019-12,0,6,3,2,,,,,,,,,1,1,,,,
C0333,진도군치매안심센터,치매안심센터,전라남도,진도군,전라남도 진도군 진도읍 남동1길 40-9,,34.480308,126.2629491,061-540-6961,,,2018-12,0,5,0,2,3,,,,,,,,,,,,,
C0335,[분소]서귀포시서부치매안심센터(안덕분소),치매안심센터,제주특별자치도,서귀포시,"제주특별자치도 서귀포시 안덕면 화순중앙로12번길 30-9 (화순리, 안덕보건지소)",,33.250552,126.3313996,064-760-0975,,,2021-07,0,1,0,,,,,,,,,,,,,,,
C0336,흥선치매안심센터,치매안심센터,경기도,의정부시,"경기도 의정부시 흥선로 20, 1층 (가능동, 흥선동행정복지센터)",,37.74626788,127.0306477,031-870-6166,,,2018-12,0,2,0,1,,,,,,,,,,,,,,
C0340,전북특별자치도광역치매센터,광역치매센터,전북특별자치도,전주시,"전북특별자치도 전주시 완산구 서원로 328, 2층",,35.81213116,127.1302611,063-247-6082,,,2010-12,1,1,3,3,,,1,,,,,,,,,,,
C0341,서귀포시동부보건소치매안심센터,치매안심센터,제주특별자치도,서귀포시,제주특별자치도 서귀포시 남원읍 태위로 527,,33.275629,126.703417,064-760-6141,,,2018-07,0,3,3,,,,,,,,,,,,,,,
C0345,[분소]서귀포시동부치매안심센터(표선분소),치매안심센터,제주특별자치도,서귀포시,"제주특별자치도 서귀포시 표선면 표선중앙로 17 (표선리, 표선보건지소)",,33.331192,126.830292,064-760-6365,,,2021-05,0,0,0,,,,,,,,,,,,,,,
C0346,[분소]서귀포시동부치매안심센터(성산분소),치매안심센터,제주특별자치도,서귀포시,"제주특별자치도 서귀포시 성산읍 고성오조로 42 (고성리, 성산보건지소)",,33.44655494,126.9157478,064-760-6477,,,2021-05,0,0,0,,,,,,,,,,,,,,,
C0349,제주시 제주치매안심센터,치매안심센터,제주특별자치도,제주시,제주특별자치도 제주시 연삼로 264,,33.49159994,126.520239,064-728-8490,,,2018-08,0,12,2,1,,,,,,,,,,,,,,
C0351,만안치매안심센터,치매안심센터,경기도,안양시,경기도 안양시 만안구 문예로 48 (6층),,37.385898,126.932945,031-8045-3038,,,2019-04,1,8,1,2,,,,,,1,,,,,,,,
C0352,사하구 치매안심센터(다대분소),치매안심센터,부산광역시,사하구,부산광역시 사하구 다대로530번길 7,,35.05916984,128.9713294,051-220-0034,,,2023-02,0,1,0,,,,,,,,,,,,,,,
C0353,사하구 치매안심센터(신평분소),치매안심센터,부산광역시,사하구,부산광역시 사하구 하신중앙로 185,,35.09496763,128.9615408,051-220-0074,,,2020-04,0,6,1,,,,,,,,,,,,,,,
C0354,포천시치매안심센터 영북분소,치매안심센터,경기도,포천시,경기도 포천시 영북면 영북로166,,38.0892943195,127.2756336536,031-538-4860,,,2018-12,0,1,0,1,,,,,,,,,,,,,,
C0355,포천시치매안심센터 일동분소,치매안심센터,경기도,포천시,경기도 포천시 일동면 소야길9,,37.9558113615,127.315347,031-538-4547,,,2020-08,0,1,0,1,,,,,,,,,,,,,,
C0356,세종특별자치시광역치매센터,광역치매센터,세종특별자치시,세종시,세종특별자치시 조치원읍 수원지1길 16,,36.60725506,127.3000196,044-867-2851,,,2017-01,1,1,3,2,,,,,,,,,,,,,,
C0357,세종특별자치시 치매안심센터(어진동),치매안심센터,세종특별자치시,세종시,세종특별자치시 시청대로 583,,36.4953831457,127.3188085003,044-301-2000,,,2019-12,0,4,1,,,,,,,,,,,,,,,
C0358,호원치매안심센터,치매안심센터,경기도,의정부시,"경기도 의정부시 신흥로 115, 별관 3층 (호원동, 호원2동행정복지센터)",,37.72645877,127.0431115,031-870-6124,,,2019-12,0,3,1,,,,,,,,,,1,,1,,,
C0359,목포시 치매안심센터,치매안심센터,전라남도,목포시,전라남도 목포시 수문로 32,,34.79313246,126.3829319,061-270-4271,,,2018-04,2,12,3,3,1,,,,,,,,,,,1,,
