센터ID,센터명,시도,시군구,유형,주소,우편번호,위도,경도,전화번호,팩스번호,홈페이지,설립일,의사인원수,간호사인원수,사회복지사인원수,기타인원_파싱_JSON,운영기관명,운영기관대표자명,운영기관전화번호,프로그램_개수,프로그램_리스트_텍스트,데이터출처
C0172,전북특별자치도군산시치매안심센터,전북특별자치도,군산시,치매안심센터,"전북특별자치도 군산시 공단대로 482 (나운동, 군산시치매안심센터) 군산시치매안심센터",54129.0,35.96456011,126.6898084,063-454-5870,063-471-1315,https://gunsan.nid.or.kr,2018-07-01,1.0,10.0,5.0,"{""임상심리사"": 1, ""작업치료사"": 4}",군산시보건소,,063-454-5870,1,"무료치매검사, 치매환자쉼터운영,치매예방 및 인지강화프로그램 운영 등",파일1+파일2
C0173,전북특별자치도김제시치매안심센터,전북특별자치도,김제시,치매안심센터,전북특별자치도 김제시 동서8길 52 (요촌동) 김제시치매안심센터,54408.0,35.79740416,126.8887514,063-540-1327,,https://gimje.nid.or.kr,2017-12-20,0.0,10.0,3.0,"{""작업치료사"": 5, ""임상심리사"": 2, ""물리치료사"": 2, ""기타"": 6}",전북특별자치도 김제시 보건소,김정아,063-547-4000,1,"인지재활프로그램, 인지강화프로그램, 쉼터카페제공,치매치료비지원, 치매선별검사 및 진단검사 등",파일1+파일2
C0174,전북특별자치도남원시치매안심센터,전북특별자치도,남원시,치매안심센터,"전북특별자치도 남원시 요천로 1285 (조산동, 남원시보건소) 치매안심센터",55766.0,35.39783988,127.3639897,063-620-7725,063-620-7928,https://namwon.nid.or.kr,2018-11-09,0.0,9.0,5.0,"{""임상심리사"": 2, ""작업치료사"": 2, ""기타"": 7}",남원시보건소,한용재,063-620-7725,8,치매인식 개선 및 예방사업 | 치매조기검진 | 맞춤형 사례관리 | 치매치료관리비지원 | 조호물품 지원 | 치매환자 및 가족지원사업 | 치매 극복의 날 기념행사 | 치매안심마을 운영 등,파일1+파일2
C0175,전북특별자치도무주군치매안심센터,전북특별자치도,무주군,치매안심센터,"전북특별자치도 무주군 무주읍 한풍루로 413 (당산리, 무주군보건의료원) 4층",55515.0,36.00590333,127.6716763,063-320-8601,063-320-8615,https://muju.nid.or.kr,2018-07-24,1.0,6.0,1.0,"{""행정인력"": 3}",무주군보건의료원,홍찬표,063-320-8601,3,치매예방 | 인지강화 | 인지재활,파일1+파일2
C0176,전북특별자치도부안군치매안심센터,전북특별자치도,부안군,치매안심센터,"전북특별자치도 부안군 부안읍 오리정로 124 (봉덕리, 보건소) 치매안심센터",56314.0,35.72286232,126.7356007,063-580-3066,063-584-1264,https://buan.nid.or.kr,2018-06-18,1.0,9.0,4.0,"{""치위생사"": 2, ""작업치료사"": 1, ""행정인력"": 3}",부안군 보건소,박찬병,063-580-3066,4,무료치매검사 | 진단검사 | 치매극복의 날 기념행사 | 쉼터 운영 등,파일1+파일2
C0177,전북특별자치도순창군치매안심센터,전북특별자치도,순창군,치매안심센터,"전북특별자치도 순창군 순창읍 교성로 135 (교성리, 순창군보건의료원) 치매안심센터 2층",56049.0,35.3670048,127.1440817,063-650-5271,063-652-5248,https://sunchang.nid.or.kr,2019-07-16,1.0,2.0,0.0,{},전라북도 순창군 보건의료원,정영곤,063-650-5247,4,찾아가는 경로당 치매예방교실 | 치매고위험군 인지증진프로그램 | 치매가족지지 프로그램 헤아림 | 치매조기검진,파일1+파일2
C0178,전북특별자치도완주군치매안심센터,전북특별자치도,완주군,치매안심센터,전북특별자치도 완주군 삼례읍 삼봉8로 10-12 (수계리) 완주군 치매안심센터,55334.0,35.92146408,127.1219187,063-290-4373,063-290-3030,https://wanju.nid.or.kr,2018-07-23,0.0,13.0,0.0,{},전북특별자치도 완주군보건소,,063-290-3188,4,무료치매검사 | 맞춤형사례관리 | 치매환자가족교실 | 치매파트너 등,파일1+파일2
C0179,전북특별자치도익산시치매안심센터,전북특별자치도,익산시,치매안심센터,전북특별자치도 익산시 동서로 91 (모현동2가) 서부권다목적체육관 3층 치매안심센터,54652.0,35.95641377,126.9450599,063-859-7550,063-859-4090,https://iksan.nid.or.kr,2018-04-09,0.0,12.0,2.0,"{""작업치료사"": 4, ""임상심리사"": 2, ""행정인력"": 4}",익산시보건소(보건사업과),이진윤,063-859-7550,5,치매환자 등록관리 | 치매조기검진사업 | 치매치료비 지원 사업 | 인지증진프로그램 | 치매환자 가족지지모임 등,파일1+파일2
C0180,전북특별자치도임실군치매안심센터,전북특별자치도,임실군,치매안심센터,"전북특별자치도 임실군 임실읍 호국로 1680 (이도리, 임실군 보건의료원) 치매안심센터",55927.0,35.61261112,127.2870767,063-640-3373,,https://imsil.nid.or.kr,2019-06-21,1.0,4.0,3.0,"{""행정인력"": 3, ""작업치료사"": 1}",임실군치매안심센터,김대곤,063-640-3371,5,치매상담 및 등록관리 | 치매인식개선 및 예방사업 | 쉼터 및 가족지원사업 | 치매환자 맞춤형 집중 사례관리 | 치매환자 배회감지기 지원사업,파일1+파일2
C0181,전북특별자치도장수군치매안심센터,전북특별자치도,장수군,치매안심센터,전북특별자치도 장수군 장수읍 장천로 255-10 치매안심센터,55631.0,35.65508764,127.519166,063-350-2670,063-350-5722,https://jangsu.nid.or.kr,2018-12-24,1.0,6.0,1.0,"{""작업치료사"": 2, ""행정인력"": 1}",전북특별자치도 장수군 치매안심센터,노승무,063-350-2670,9,상담 등록서비스 | 치매조기검진서비스 | 치매치료관리비 지원 | 조호물품 지원 | 맞춤형 사례관리 서비스 | 치매환자 쉼터 프로그램 운영 | 치매환자 가족지원서비스 | 치매예방관리사업 | 치매인식개선사업,파일1+파일2
C0182,전북특별자치도전주시치매안심센터,전북특별자치도,전주시,치매안심센터,"전북특별자치도 전주시 완산구 전라감영로 33 (중앙동4가, 전주시보건소) 전주시치매안심센터",55038.0,35.81584568,127.1433513,063-281-6238,063-281-6289,https://jeonju.nid.or.kr,2018-10-10,0.0,13.0,3.0,"{""임상심리사"": 1, ""작업치료사"": 1, ""행정인력"": 1}",전주시보건소,김신선,063-281-6291,1,"치매환자 등록관리, 인지재활프로그램,가정방문사례관리 등",파일1+파일2
C0183,전북특별자치도정읍시치매안심센터,전북특별자치도,정읍시,치매안심센터,전북특별자치도 정읍시 금붕1길 215 (금붕동) 정읍시 치매안심센터,56196.0,35.55437564,126.8937382,063-539-6951,063-539-6548,https://jeongeup.nid.or.kr,2019-08-12,0.0,10.0,5.0,"{""행정인력"": 3, ""작업치료사"": 2}",정읍시 보건소,손희경,063-539-6942,4,치매 예방프로그램 | 인지강화프로그램 | 쉼터 | 가족지원사업 등,파일1+파일2
C0184,전북특별자치도진안군치매안심센터,전북특별자치도,진안군,치매안심센터,"전북특별자치도 진안군 진안읍 진무로 1189 (군상리, 진안보건소) 진안군 보건소 2층",55422.0,35.7973051,127.4347776,063-430-8588,063-432-3103,https://jinan.nid.or.kr,2018-10-22,1.0,10.0,3.0,"{""작업치료사"": 1, ""행정인력"": 1}",진안군보건소,,063-430-8582,14,치매조기검진 | 치매의료비지원 | 치매극복의날 기념행사 | 한마음 치매극복 걷기대회 | 치매환자 및 가족 프로그램 | 치매인식개선사업 | 치매안심마을운영 | 치매공공후견인사업 | 치매파트너 및 파트너플러스 양성 | 치매극복선도단체 | 맞춤형 돌봄 사례 등관리 | 실종예방사업 | 쉼터운영 | 조호물품지원 등,파일1+파일2
C0185,전라남도강진군치매안심센터,전라남도,강진군,치매안심센터,"전남 강진군 강진읍 목리길 11 (동성리, 강진군보건소) 치매안심센터",59240.0,34.63833623,126.77571,061-430-5294,061-430-5959,https://gangjin.nid.or.kr,2019-09-20,0.0,6.0,2.0,"{""작업치료사"": 2, ""기타"": 1}",전라남도 강진군,서현미,061-430-5294,3,등록관리 | 치매조기검진 | 프로그램 운영,파일1+파일2
C0186,전라남도고흥군치매안심센터,전라남도,고흥군,치매안심센터,전남 고흥군 고흥읍 등암3길 5 (등암리) 고흥군보건소,59542.0,34.5919855,127.2692469,061-830-6969,061-830-6939,https://goheung.nid.or.kr,2019-06-14,0.0,4.0,2.0,"{""작업치료사"": 3, ""행정인력"": 4}",전라남도 고흥군,박준희,061-830-6969,2,조기검진 | 치매관리,파일1+파일2
C0187,전라남도곡성군치매안심센터,전라남도,곡성군,치매안심센터,전남 곡성군 곡성읍 곡성로 854 (읍내리) 치매안심센터,57542.0,35.27886584,127.2968557,061-360-8980,061-360-8908,https://gokseong.nid.or.kr,2019-09-10,0.0,6.0,0.0,"{""행정인력"": 1}",전라남도 곡성군,임인동,061-360-8980,3,등록관라 | 쉼터운영 | 예방,파일1+파일2
C0188,전라남도광양시치매안심센터,전라남도,광양시,치매안심센터,"전남 광양시 광양읍 호북길 13-3 (칠성리, 치매안심센터) 광양시치매안심센터",57741.0,34.98010194,127.58361,061-797-4059,061-797-4056,https://gwangyang.nid.or.kr,2018-11-20,1.0,6.0,2.0,"{""작업치료사"": 1, ""임상심리사"": 1}",광양시보건소,양준석,061-797-4059,4,치매조기검진 | 치매가족자조모임 | 사례관리 | 인지강화프로그램,파일1+파일2
C0189,전라남도구례군치매안심센터,전라남도,구례군,치매안심센터,전남 구례군 구례읍 동편제길 30 (백련리) 구례군 보건의료원 치매안심센터,57647.0,35.21596948,127.4617976,061-780-2026,061-780-2769,https://gurye.nid.or.kr,2018-12-07,0.0,5.0,3.0,"{""작업치료사"": 1}",전라남도 구례군,김윤길,061-780-2026,3,치매쉼터프로그램 | 치매예방교실 | 인지강화 교실,파일1+파일2
C0190,전라남도나주시치매안심센터,전라남도,나주시,치매안심센터,"전남 나주시 풍물시장2길 57-32 (이창동, 나주시보건소) 나주시보건소 치매안심센터",58274.0,34.99522645,126.708224,061-339-4771,061-339-2920,https://naju.nid.or.kr,2018-11-22,1.0,10.0,2.0,"{""작업치료사"": 4}",나주시,강동렬,061-339-4772,5,치매조기검진 | 치매 예방 프로그램 | 인지강화 프로그램 | 치매환자 쉼터 운영 | 치매환자 가족 교실 운영,파일1+파일2
C0191,전라남도담양군치매안심센터,전라남도,담양군,치매안심센터,전남 담양군 담양읍 완동길 10-5 (만성리) 1층,57335.0,35.32470177,126.9807438,061-380-2971,061-380-3990,https://damyang.nid.or.kr,2019-02-27,0.0,7.0,0.0,"{""작업치료사"": 3, ""행정인력"": 3}",전라남도 담양군,김동진,061-380-2971,2,치매환자 쉼터 운영 | 조기검진,파일1+파일2
C0192,전라남도목포시치매안심센터,전라남도,목포시,치매안심센터,전남 목포시 수문로 32 (남교동) 트윈스타 3층 목포시치매안심센터,58724.0,34.7931322,126.3829337,"061-270-4271, 4272",061-270-3596,https://mokpo.nid.or.kr,2018-04-13,0.0,11.0,3.0,"{""작업치료사"": 2, ""기타"": 3}",전라남도 목포시,김경희,061-270-4271,2,등록관리 | 프로그램 운영,파일1+파일2
C0193,전라남도무안군치매안심센터,전라남도,무안군,치매안심센터,"전남 무안군 무안읍 면성1길 128 (성남리, 무안군 보건소) 3층 무안군치매안심센터",58528.0,34.98727444,126.4728731,061-450-5075,061-450-5142,https://muan.nid.or.kr,2019-01-25,1.0,8.0,3.0,"{""작업치료사"": 2, ""행정인력"": 3}",무안군보건소,김성철,061-450-5075,8,치매조기검진 | 치매상담 및 등록관리 | 치매예방교육 | 인지강화교실 | 쉼터 | 가족교실 | 자조모임 | 치매인식개선교육 등,파일1+파일2
C0194,전라남도보성군치매안심센터,전라남도,보성군,치매안심센터,전남 보성군 보성읍 갱맹골길 206(주봉리 529번지) 보성치매안심센터,59454.0,34.76645647,127.0712437,061-850-8695,061-853-9996,https://boseong.nid.or.kr,2018-11-27,0.0,8.0,0.0,"{""작업치료사"": 2, ""기타"": 1}",전라남도 보성군,김학성,061-850-8695,4,조기검진 | 치매등록 | 쉼터 | 인지강화교실,파일1+파일2
C0195,전라남도순천시치매안심센터,전라남도,순천시,치매안심센터,"전남 순천시 중앙로 232 (석현동, 순천시문화건강센터) 순천시치매안심센터",57938.0,34.96674779,127.4860333,061-749-8888,061-749-4204,https://suncheon.nid.or.kr,2019-09-17,0.0,10.0,2.0,"{""작업치료사"": 2, ""임상심리사"": 1, ""행정인력"": 2, ""기타"": 1}",전라남도 순천시,채연석,061-749-8888,2,치매선별검사 | 인지재활프로그램,파일1+파일2
C0196,전라남도신안군치매안심센터,전라남도,신안군,치매안심센터,"전남 신안군 압해읍 천사로 1004 (신장리, 신안군청) 신안군보건소 1층 치매안심센터",58827.0,34.83360218,126.3514253,061-240-8081,061-271-7772,https://shinan.nid.or.kr,2019-07-26,0.0,4.0,1.0,{},전라남도 신안군,박용재,061-243-8081,2,치매조기검진 | 사례관리,파일1+파일2
C0197,전라남도여수시치매안심센터,전라남도,여수시,치매안심센터,전남 여수시 신월로 794 (봉강동) 여수시치매안심센터,59754.0,34.73915914,127.7260493,061-659-5440,,https://yeosu.nid.or.kr,2019-06-21,0.0,18.0,5.0,"{""작업치료사"": 4, ""기타"": 2}",여수시 보건소,,061-659-5440,7,치매선별검사(MMSE-DS) | 치매조기검진비 지원 | 치매치료관리비 지원 | 치매실종예방서비스 지원 | 치매파트너모집 | 치매예방프로그램 | 치매환자가족프로그램,파일1+파일2
C0198,전라남도영광군치매안심센터,전라남도,영광군,치매안심센터,전남 영광군 영광읍 신남로4길 17 (남천리) 치매안심센터 3층,57043.0,35.27468261,126.5041643,061-350-4806,061-350-5191,https://yeonggwang.nid.or.kr,2019-03-13,1.0,5.0,3.0,"{""작업치료사"": 2, ""치위생사"": 1}",영광군보건소,지경현,061-350-4806,9,치매 조기검진 | 진단검사 | 치료관리비 및 검사비 지원 | 치매예방교실 | 인지강화교실 | 쉼터 | 치매환자가족모임 운영 | 조호물품 지원 | 사례관리 등,파일1+파일2
C0199,전라남도영암군치매안심센터,전라남도,영암군,치매안심센터,"전남 영암군 영암읍 오리정길 39 (춘양리, 영암군보건소) 영암군치매안심센터",58421.0,34.79533941,126.7033414,061-470-6580,061-470-6576,https://yeongam.nid.or.kr,2019-03-26,0.0,6.0,2.0,"{""작업치료사"": 1, ""기타"": 2}",전라남도 영암군,최문형,061-470-6030,2,쉼터 | 안심마을,파일1+파일2
C0200,전라남도완도군치매안심센터,전라남도,완도군,치매안심센터,"전남 완도군 완도읍 농공단지길 34 (죽청리, 완도보건의료원) 완도군 치매안심센터 2층",59108.0,34.33582329,126.7313246,061-550-5810,,https://wando.nid.or.kr,2019-10-10,0.0,5.0,3.0,"{""작업치료사"": 2, ""행정인력"": 1, ""기타"": 1}",전라남도 완도군,한광일,061-550-5810,3,치매조기검진 | 사례관리 | 치료비 지원,파일1+파일2
C0201,전라남도장성군치매안심센터,전라남도,장성군,치매안심센터,"전남 장성군 장성읍 성산5길 17 (성산리, 장성군 치매안심센터) 장성군 치매안심센터",57214.0,35.3233003,126.808367,061-390-7161~70,061-390-7597,https://jangseong.nid.or.kr,2020-02-01,0.0,10.0,1.0,"{""작업치료사"": 1, ""물리치료사"": 1}",장성군보건소,박보서,061-390-7164,1,"치매상담 및 등록관리사업, 치매조기검진사업, 치매검사비 자원, 치매예방관리사업, 치매환자쉼터, 배회가능 어르신 인식표 보급 사업, 치매치료관리비 지원, 조호물품 제공, 치매가족 및 보호자 지원사업, 치매인식개선사업, 치매파트너 사업, 치매안심마을 운영",파일1+파일2
C0202,전라남도장흥군치매안심센터,전라남도,장흥군,치매안심센터,"전남 장흥군 장흥읍 동교1길 13 (건산리, 장흥군선거관리위원회) 치매안심센터 1층",59327.0,34.67705335,126.9069323,061-860-6498,061-860-6880,https://jangheung.nid.or.kr,2018-12-12,0.0,4.0,2.0,"{""작업치료사"": 1, ""기타"": 1}",전라남도 장흥군,박옥란,061-860-6498,3,등록관리 | 조기검진 | 프로그램 운영,파일1+파일2
C0203,전라남도진도군치매안심센터,전라남도,진도군,치매안심센터,"전남 진도군 진도읍 남동1길 40-9 (남동리, 진도군보건소) 3층",58922.0,34.48037351,126.2629165,061-540-6964,061-540-0502,https://jindo.nid.or.kr,2018-12-18,0.0,7.0,0.0,"{""작업치료사"": 1, ""행정인력"": 3}",전라남도 진도군,조기주,061-540-6964,2,등록관리 | 예방교실 운영,파일1+파일2
C0204,전라남도함평군치매안심센터,전라남도,함평군,치매안심센터,"전남 함평군 함평읍 중앙길 54-8 (기각리, 함평보건소) 치매안심센터",57153.0,35.06190341,126.5242551,061-320-2390,061-320-3739,https://hampyeong.nid.or.kr,2018-11-09,0.0,8.0,1.0,"{""행정인력"": 1}",전라남도 함평군,심화섭,061-320-2390,2,치매조기검진 | 쉼터운영,파일1+파일2
C0205,전라남도해남군치매안심센터,전라남도,해남군,치매안심센터,"전남 해남군 해남읍 해남로 46 (해리, 해남보건소) 해남군 치매안심센터",59038.0,34.5704311,126.6120935,061-531-3703~10,,https://haenam.nid.or.kr,2019-12-03,1.0,9.0,2.0,"{""작업치료사"": 1}",해남군치매안심센터,임명란,061-531-3704,4,치매조기검진 | 사례관리 | 치매환자 쉼터 및 가족지원 | 치매예방 등 프로그램,파일1+파일2
C0206,전라남도화순군치매안심센터,전라남도,화순군,치매안심센터,"전남 화순군 화순읍 충의로 40 (삼천리, 치매안심센터) 화순군치매안심센터",58136.0,35.05539364,126.9820968,061-379-5317,061-371-3329,https://hwasun.nid.or.kr,2019-03-21,3.0,6.0,2.0,{},화순군보건소,,061-379-5317,5,치매선별검사 | 치매예방프로그램 | 치매인지재활프로그램 | 치매가족 지원 | 치매치료관리비 지원 등,파일1+파일2
C0207,경상북도경산시치매안심센터,경상북도,경산시,치매안심센터,"경북 경산시 남매로 158 (중방동, 경산시보건소) 치매안심센터",38616.0,35.82511247,128.7432823,053-810-6435,053-819-5839,https://gbgs.nid.or.kr,2019-09-23,2.0,14.0,2.0,"{""행정인력"": 3, ""작업치료사"": 2}",경산시보건소,안병숙,053-810-6435,1,"치매선별검진, 우리마을 예쁜 치매쉼터",파일1+파일2
C0208,경상북도경주시치매안심센터,경상북도,경주시,치매안심센터,경상북도 경주시 봉황로 178 (성건동) 치매안심센터,38099.0,35.85535856,129.210511,054-760-2950~2,054-760-7579,https://gyeongju.nid.or.kr,2019-10-17,0.0,15.0,2.0,"{""행정인력"": 4, ""작업치료사"": 1, ""임상심리사"": 1}",경주시보건소,경주시보건소장(진병철),054-760-2950,7,치매조기검진 | 치매치료비지원 | 치매쉼터운영 | 치매가족프로그램 운영 | 치매예방교육 및 상담 | 치매인식개선사업 | 치매보듬마을 조성,파일1+파일2
C0209,경상북도고령군치매안심센터,경상북도,고령군,치매안심센터,"경북 고령군 대가야읍 왕릉로 56-5 (지산리, 고령군보건소) 1층",40138.0,35.72523517,128.2648137,054-950-7961,,https://goryeong.nid.or.kr,2018-08-14,1.0,4.0,3.0,"{""작업치료사"": 2}",고령군보건소,한혜연,054-950-7961,11,무료치매검사 | 치매극복의날기념행사 | 치매홍보서포터즈 운영 | 치매환자쉼터 | 인지향상프로그램 | 예방프로그램 | 가족교실 | 가족자조모임 | 힐링프로그램 | 우리마을예쁜치매쉼터 | 치매안심마을 등,파일1+파일2
C0210,경상북도구미시치매안심센터,경상북도,구미시 구미,치매안심센터,"경북 구미시 지산11길 8-1 (지산동, 구미치매안심센터) 구미치매안심센터",39192.0,36.13950239,128.3455231,054-480-4880,054-480-4069,https://gumi.nid.or.kr,2019-12-31,,,,{},,,,0,,파일1
C0211,경상북도구미시선산치매안심센터,경상북도,구미시 선산,치매안심센터,"경북 구미시 선산읍 선주로 121 (동부리, 선산보건소) 치매안심센터",39112.0,36.24417904,128.2999491,054-480-4352,054-480-4129,https://gumiss.nid.or.kr,2019-03-28,,,,{},,,,0,,파일1
C0212,경상북도김천시치매안심센터,경상북도,김천시,치매안심센터,"경북 김천시 체육공원길 21 (지좌동, 치매안심센터) 치매안심센터",39647.0,36.11973266,128.1445272,054-421-2894,054-435-0060,https://gch.nid.or.kr,2019-02-26,0.0,8.0,7.0,"{""작업치료사"": 3, ""기타"": 5}",김천시치매안심센터,황훈정,054-421-2960,1,치매조기검진사업 및 치매치료관리비지원사업 등,파일1+파일2
C0213,경상북도문경시치매안심센터,경상북도,문경시,치매안심센터,경북 문경시 점촌1길 13 (점촌동) 통합건강증진센터 1층,36971.0,36.59635348,128.1980094,054-550-8134,054-550-4340,https://gbmg.nid.or.kr,2019-10-16,1.0,12.0,2.0,"{""작업치료사"": 1, ""임상심리사"": 1, ""기타"": 4}",경상북도 문경시 보건소,박애주,054-555-2033,14,치매조기검진사업 | 치매쉼터운영 | 치매보듬마을운영 | 치매조호물품지원 | 치매치료비지원 | 실종노인 발생예방 및 찾기 사업 | 치매공공후견사업 | 치매환자 맞춤형 사례관리사업 | 치매예방관리사업 | 치매가족 및 보호자 지원사업 | 배회가능 어르신 인식표 보급 사업 | 치매인식개선사업 | 치매파트너사업 | 치매안심센터 분소 설치 및 운영,파일1+파일2
C0214,경상북도봉화군치매안심센터,경상북도,봉화군,치매안심센터,"경북 봉화군 봉화읍 봉화로 1203 (내성리, 봉화군보건소) 봉화군보건소 3층 치매안심센터",36238.0,36.89071878,128.7418543,054-679-6749,,https://bonghwa.nid.or.kr,2018-12-20,2.0,4.0,2.0,"{""작업치료사"": 3, ""기타"": 1}",봉화군 보건소,배재정,054-679-6791,17,치매상담 및 등록 | 치매 조기검진 | 치매환자 조호물품 지원 | 치매환자 배회감지기 지원 | 치매치료관리비 지원 | 치매환자 맞춤형 사례관리 | 치매환자쉼터(봉화 | 춘양 | 재산 | 명호) 운영 | 치매보듬마을 조성사업 | 치매인식개선 교육 및 홍보 | 치매선도학교 및 서포터즈 운영 | 치매보듬쉼터 운영 | 치매예방 인지강화프로그램 운영 | 치매안심병원 성과기반 인센티브 제공 시범사업 운영 | 산림농업 치유프로그램 연계사업 운영,파일1+파일2
C0215,경상북도상주시치매안심센터,경상북도,상주시,치매안심센터,"경북 상주시 중앙로 111 (무양동, 상주시 의회청사) 상주시치매안심센터",37183.0,36.41690111,128.1499972,054-537-6514,054-532-0311,https://sangju.nid.or.kr,2019-06-07,0.0,7.0,3.0,"{""임상심리사"": 1, ""작업치료사"": 2, ""행정인력"": 2}",상주시보건소,이건희,054-537-6514,1,치매통합관리서비스,파일1+파일2
C0216,경상북도성주군치매안심센터,경상북도,성주군,치매안심센터,"경북 성주군 성주읍 성밖숲길 12 (경산리, 성주군보건소) 성주군치매안심센터",40023.0,35.91738188,128.2786954,054-930-8191,054-930-8139,https://sj.nid.or.kr,2018-09-10,0.0,4.0,7.0,"{""작업치료사"": 1, ""행정인력"": 4}",성주군보건소,,054-930-8187,1,인지강화및치매환자교실 운영 등,파일1+파일2
C0217,경상북도안동시치매안심센터,경상북도,안동시,치매안심센터,경북 안동시 보현로 12 (용상동) 안동시치매안심센터,36725.0,36.55003666,128.758853,054-840-5779,054-821-0178,https://andong.nid.or.kr,2019-12-16,0.0,19.0,2.0,"{""임상심리사"": 2, ""작업치료사"": 1, ""행정인력"": 6}",안동시 치매안심센터,김경숙,054-840-5789,7,치매검진 | 치매상담 | 치매쉼터 | 인지강화교실 | 치매예방교실 | 조호물품지원 | 치매가족지원,파일1+파일2
C0218,경상북도영덕군치매안심센터,경상북도,영덕군,치매안심센터,"경북 영덕군 영덕읍 군청길 53 (덕곡리, 보건소) 영덕군치매안심센터",36431.0,36.41360347,129.3734372,054-730-7177,054-730-6179,https://yd.nid.or.kr,2019-07-01,,,,{},,,,0,,파일1
C0219,경상북도영양군치매안심센터,경상북도,영양군,치매안심센터,"경북 영양군 영양읍 동서대로 82 (동부리, 영양군 보건소) 3층 치매안심센터",36540.0,36.66194588,129.1180639,054-680-5126,054-680-5899,https://yyg.nid.or.kr,2019-10-14,0.0,6.0,3.0,"{""작업치료사"": 1, ""치위생사"": 1, ""임상병리사"": 1}",영양군보건소,장여진,054-680-5126,7,치매조기검진 및 등록사업 | 사례관리 | 치매치료관리비 지원 | 조호물품제공 | 치매환자쉼터 및 가족카페 운영 | 치매인식개선 및 교육홍보 | 치매어르신 실종예방 사업 등,파일1+파일2
C0220,경상북도영주시치매안심센터,경상북도,영주시,치매안심센터,"경북 영주시 영주로159번길 73 (영주동, 치매안심센터) 치매안심센터",36079.0,36.82876451,128.616018,054-639-5733,054-639-5749,https://yeongju.nid.or.kr,2018-07-16,1.0,10.0,3.0,{},영주시치매안심센터,,054-639-5733,5,치매상담등록 | 사례관리 | 조기검진 | 쉼터지원 및 가족지원 | 인식개선 홍보 등,파일1+파일2
C0221,경상북도영천시치매안심센터,경상북도,영천시,치매안심센터,"경북 영천시 옛군청1길 31 (문내동, 영천시 보건소) 영천시 치매안심센터",38849.0,35.9687455,128.9324014,054-339-7845,,https://yc.nid.or.kr,2018-11-08,0.0,13.0,2.0,"{""작업치료사"": 4, ""기타"": 2}",영천시보건소,박선희,054-339-7845,11,치매선별검사 | 치매예방홍보 | 치매서포터즈운영 | 치매진단검사 | 예방프로그램 운영 | 인지강화프로그램 운영 | 치매환자프로그램 운영 | 치매치료관리비 지원 | 치매대상자 사례관리 | 치매대상자 실종예방 배회인식표 발급 및 지문등록 | 조호물품 지원,파일1+파일2
C0222,경상북도예천군치매안심센터,경상북도,예천군,치매안심센터,"경북 예천군 예천읍 군청길 33 (노상리, 예천군보건소) 예천군치매안심센터",36822.0,36.65769827,128.4529779,054-650-8102,054-650-8049,https://ycg.nid.or.kr,2019-06-17,0.0,12.0,1.0,"{""작업치료사"": 1}",예천군보건소,안남기,054-650-8100,15,치매조기검진 | 치매등록 | 치매환자쉼터 | 인지강화교실 | 치매예방교실 | 치매예방교육 | 치매서포터즈 및 치매극복선도단체 양성 | 치매보듬마을 운영 | 우리마을예쁜치매쉼터 운영 | 맞춤형사례관리 | 가족교실·자조모임운영 | 치매치료관리비지원 | 조호물품제공 | 배회인식표 및 배회감지기 지원 | 치매극복 캠페인 등,파일1+파일2
C0223,경상북도울릉군치매안심센터,경상북도,울릉군,치매안심센터,"경북 울릉군 울릉읍 울릉순환로 396-18 (도동리, 보건의료원) 3층 치매안심센터",40217.0,37.48594062,130.8994626,054-790-6827,,https://ulleung.nid.or.kr,2018-05-18,1.0,4.0,2.0,{},울릉군보건의료원,김영헌,054-790-6827,1,치매치료관리비지원,파일1+파일2
C0224,경상북도울진군치매안심센터,경상북도,울진군,치매안심센터,"경북 울진군 울진읍 읍내8길 61-8 (읍내리, 울진군보건소)",36324.0,36.99621631,129.4045994,054-789-5025,,https://uljin.nid.or.kr,2019-06-14,0.0,6.0,7.0,"{""작업치료사"": 1}",울진군보건소 치매안심센터,정대교,054-789-5025,3,치매치매조기검진 및 대상자 등록관리 | 인지강화프로그램 및 치매가족프로그램 운영 | 치매서포터즈 양성,파일1+파일2
C0225,경상북도의성군치매안심센터,경상북도,의성군,치매안심센터,"경북 의성군 의성읍 구봉길 228 (도서리, 의성군보건소) 의성군보건소 4층 치매안심센터",37343.0,36.34571691,128.6975779,054-830-6488,054-834-0669,https://usc.nid.or.kr,2019-12-16,2.0,4.0,5.0,"{""작업치료사"": 2, ""물리치료사"": 1}",경상북도 의성군보건소,이선희,054-830-6660,7,치매 조기검진 | 치매환자 맞춤형 사례관리 | 치매환자쉼터 | 치매 가족 지원 | 치매 인식 개선 | 치매 파트너 | 치매보듬마을 등,파일1+파일2
C0226,경상북도청도군치매안심센터,경상북도,청도군,치매안심센터,경상북도 청도군 화양읍 산성강변길 472 청도군치매안심센터,38321.0,35.654342,128.7381579,054-370-2672~3,054-373-9475,https://cheongdo.nid.or.kr,2019-09-24,0.0,4.0,2.0,"{""운동치료사"": 1, ""행정인력"": 1, ""작업치료사"": 1, ""임상심리사"": 1, ""시설관리"": 1}",청도군보건소,남중구,054-370-6470,4,치매진단등록 | 환자쉼터 | 인지재활치료 | 비약물치료,파일1+파일2
